team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Montreal Impact,Montreal Impact,2024,Canada,3,0,3,0,1,0,1,0,0,0,2,0,2,1,0,1,2,0,0,32,4,8,-4,12,0,12,0,4,0,8,0,-4,68,0,68,34,0,34,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,-2,0,-2,1,0,1,0,0,0,2,0,2,1,0,1,4,0,4,1.33,0,1.33,2.67,0,2.67,2,0,2,0.67,0,0.67,1.33,0,1.33,3,3,2,2,2,0,0,0,0,0,0,0,3,3,2,2,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,3,100,100,67,67,67,0,0,0,0,0,0,0,100,100,67,67,67,0,0,0,33,33,33,100,0,0,0,0,0,0,0,0,33,33,33,100,3,2,1,0,0,0,3,2,1,100,67,33,0,0,0,100,67,33,33,0,33,0,0,0,0,67,0,67,33,0,33,33,0,33,1,0,1,33,0,33,2,0,2,67,0,67,0,0,0,0,0,0,33,0,33,0,0,0,67,0,67,0.00,0.00,0.00,1,0,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,67,0,1,1,0,0,0,1,0,1,1,0,0,1,2,1,0,1,2,0,0,0,67,0,67,0
New York City FC,New York City,2024,USA,5,1,4,0,1,0,1,3,1,2,1,0,1,1.2,1,1.25,3,1,1,15,6,7,-1,13,0,13,0,6,0,7,0,-1,75,0,60,64,0,51,1,1,0,4,0,4,1,1,0,3,0,3,0,0,0,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,1,0,1,1,0,1,4,1,3,0,0,0,1.4,1,1.5,2.6,0,3.25,1.2,0,1.5,1.4,0,1.75,1.4,0,1.75,0.8,0,1,0.6,0,0.75,4,4,2,1,1,1,0,0,0,0,0,0,4,4,2,1,1,1,1,1,3,4,4,4,1,1,1,1,1,1,0,0,2,3,3,3,80,80,40,20,20,20,0,0,0,0,0,0,100,100,50,25,25,25,20,20,60,80,80,80,100,100,100,100,100,100,0,0,50,75,75,75,4,3,0,0,0,0,4,3,0,80,60,0,0,0,0,100,75,0,20,0,25,0,20,100,0,80,0,100,20,100,0,60,0,75,2,1,1,40,100,25,1,1,0,20,100,0,3,0,3,60,0,75,20,0,25,80,100,75,0,0,0,0.00,0.00,0.00,2.8,3,2.75,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,140,1,1,1,1,0,0,2,0,0,0,1,0,1,1,0,0,1,3,60,100,50,20,0,25,0
New York Red Bulls,New York RB,2024,USA,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,2,2,33,1,1,0,2,0,2,0,1,0,1,0,0,180,0,90,180,0,90,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1,0,2,0.5,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,50,50,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,50,50,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,50,100,0,50,0,100,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0.00,0.00,0.00,2,0,4.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,100,0,0,0,0
Vancouver Whitecaps FC,Vancouver Whitecaps,2024,Canada,3,2,1,0,1,1,0,1,0,1,1,1,0,1.33,1.5,1,2,3,3,24,5,5,0,10,6,4,3,2,3,2,0,0,54,60,45,54,60,45,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,-2,2,1,0,1,0,0,0,2,2,0,1,0,3,3.33,3,4,1.67,1.5,2,1.67,1.5,2,1.33,1,2,0.67,0,2,0.67,1,0,3,3,2,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,1,1,2,2,0,0,0,0,1,1,100,100,67,67,0,0,100,100,50,50,0,0,100,100,100,100,0,0,0,0,33,33,100,100,0,0,50,50,100,100,0,0,0,0,100,100,3,1,0,2,0,0,1,1,0,100,33,0,100,0,0,100,100,0,33,50,0,0,0,0,0,67,50,100,33,50,0,33,0,100,1,0,1,33,0,100,2,2,0,67,100,0,0,0,0,0,0,0,33,0,100,0,0,0,67,100,0,0.00,0.00,0.00,1.33,0.5,3.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,2,33,0,100,33,50,0,0
Houston Dynamo,Houston Dynamo,2024,USA,3,2,1,0,1,1,0,1,0,1,1,1,0,1.33,1.5,1,1,4,4,18,5,3,2,8,4,4,3,2,1,2,2,0,54,60,45,90,180,45,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,3,3,0,1,1,0,2,1,1,0,0,0,1.67,2,1,2.67,2,4,1.67,1.5,2,1,0.5,2,1.67,1.5,2,1.33,1.5,1,0.33,0,1,3,2,2,1,0,0,2,1,1,0,0,0,1,1,1,1,0,0,0,1,1,2,3,3,0,1,1,2,2,2,0,0,0,0,1,1,100,67,67,33,0,0,100,50,50,0,0,0,100,100,100,100,0,0,0,33,33,67,100,100,0,50,50,100,100,100,0,0,0,0,100,100,2,2,1,1,1,1,1,1,0,67,67,33,50,50,50,100,100,0,33,50,0,20,33,50,0,33,0,100,33,50,0,33,50,0,2,2,0,67,100,0,1,1,0,33,50,0,1,0,1,33,0,100,33,50,0,67,50,100,0,0,0,0.00,0.00,0.00,1,1,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,33,0,100,33,50,0,0
Chicago Fire,Chicago Fire,2024,USA,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,3,5,5,46,2,5,-3,7,0,7,0,2,0,5,0,-3,90,0,90,36,0,36,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,3.5,0,3.5,1,0,1,2.5,0,2.5,2.5,0,2.5,1,0,1,1.5,0,1.5,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,100,100,100,50,0,0,0,0,0,0,0,0,100,100,100,50,0,0,0,0,0,50,100,100,0,0,0,0,0,0,0,0,0,50,100,100,2,2,1,0,0,0,2,2,1,100,100,50,0,0,0,100,100,50,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,0,100,0,0,0,50,0,50,50,0,50,0.00,0.00,0.00,1.5,0,1.50,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,100,0,100,0
Sporting Kansas City,Sporting KC,2024,USA,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,2,6,6,31,3,7,-4,10,3,7,2,1,1,6,1,-5,90,45,180,39,90,30,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,2,-1,0,-1,0,0,0,2,1,1,1,0,1,0.67,1,0.5,3.33,3,3.5,1,2,0.5,2.33,1,3,1.67,2,1.5,0.67,1,0.5,1,1,1,3,3,3,1,0,0,1,1,1,0,0,0,2,2,2,1,0,0,0,0,0,2,3,3,0,0,0,1,1,1,0,0,0,1,2,2,100,100,100,33,0,0,100,100,100,0,0,0,100,100,100,50,0,0,0,0,0,67,100,100,0,0,0,100,100,100,0,0,0,50,100,100,3,2,0,1,1,0,2,1,0,100,67,0,100,100,0,100,50,0,33,100,0,79,0,0,0,67,100,50,33,0,50,0,0,0,0,0,0,0,0,0,1,0,1,33,0,50,2,1,1,67,100,50,0,0,0,67,100,50,33,0,50,0.00,0.00,0.00,1,0,2.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,0,0,0,67,0,100,0
LA Galaxy,LA Galaxy,2024,USA,3,0,3,0,1,0,1,1,0,1,1,0,1,1.33,0,1.33,1,8,8,25,5,6,-1,11,0,11,0,5,0,6,0,-1,54,0,54,45,0,45,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,-2,0,-2,1,0,1,1,0,1,1,0,1,1.33,0,1.33,3.67,0,3.67,1.67,0,1.67,2,0,2,2,0,2,0.67,0,0.67,1.33,0,1.33,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,3,3,100,100,100,67,0,0,0,0,0,0,0,0,100,100,100,67,0,0,0,0,0,33,100,100,0,0,0,0,0,0,0,0,0,33,100,100,3,2,1,0,0,0,3,2,1,100,67,33,0,0,0,100,67,33,33,0,33,0,0,0,0,100,0,100,0,0,0,33,0,33,1,0,1,33,0,33,1,0,1,33,0,33,1,0,1,33,0,33,33,0,33,33,0,33,33,0,33,0.00,0.00,0.00,2.33,0,2.33,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,67,0,1,0,0,1,0,1,0,2,3,0,0,0,1,0,0,1,1,33,0,33,33,0,33,0
New England Revolution,New England Revolution,2024,USA,3,3,0,0,1,1,0,2,2,0,0,0,0,1.67,1.67,0,1,9,9,17,3,2,1,5,5,0,3,0,2,0,1,0,90,90,0,134,134,0,1,1,0,2,2,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,1.67,1.67,0,1,1,0,0.67,0.67,0,1.33,1.33,0,0.67,0.67,0,0.67,0.67,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,1,3,3,3,3,0,0,0,0,0,0,100,67,0,0,0,0,100,67,0,0,0,0,0,0,0,0,0,0,0,33,100,100,100,100,0,33,100,100,100,100,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,67,67,0,67,67,0,0,0,0,33,33,0,0,33,33,0,67,67,0,0,0,0,67,67,0,1,1,0,33,33,0,1,1,0,33,33,0,2,2,0,67,67,0,0,0,0,100,100,0,0,0,0,0.00,0.00,0.00,1.33,1.33,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,67,67,0,0,0,0,0
Colorado Rapids,Colorado Rapids,2024,USA,7,0,7,0,2,0,2,3,0,3,2,0,2,1.29,0,1.29,3,10,10,6,8,14,-6,22,0,22,0,8,0,14,0,-6,79,0,79,45,0,45,1,0,1,4,0,4,3,0,3,2,0,2,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,-2,0,-2,2,0,2,2,0,2,3,0,3,1.14,0,1.14,3.14,0,3.14,1.14,0,1.14,2,0,2,1.43,0,1.43,0.57,0,0.57,0.86,0,0.86,6,6,5,4,1,0,0,0,0,0,0,0,6,6,5,4,1,0,1,1,2,3,6,7,0,0,0,0,0,0,1,1,2,3,6,7,86,86,71,57,14,0,0,0,0,0,0,0,86,86,71,57,14,0,14,14,29,43,86,100,0,0,0,0,0,0,14,14,29,43,86,100,5,3,2,0,0,0,5,3,2,71,43,29,0,0,0,71,43,29,29,0,29,0,14,0,14,57,0,57,43,0,43,29,0,29,3,0,3,43,0,43,4,0,4,57,0,57,2,0,2,29,0,29,29,0,29,29,0,29,43,0,43,0.00,0.00,0.00,1.57,0,1.57,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,86,0,0,1,1,3,1,0,0,2,0,1,1,0,4,2,1,4,1,43,0,43,29,0,29,0
