team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Fenerbahçe,Fenerbahçe,2022/2023,Turkey,12,6,6,0,8,5,3,3,1,2,1,0,1,2.25,2.67,1.83,1,14,14,1,24,11,13,35,20,15,15,9,5,6,10,3,45,36,60,98,108,90,5,3,2,6,3,3,1,0,1,9,5,4,51,29,22,25,12,13,60,63,57,157,92,65,85,50,35,72,42,30,160,76,84,12,8,4,4,4,0,8,4,4,8,5,3,3,0,3,1,1,0,2.25,2.5,2,2.92,3.33,2.5,2,2.5,1.5,0.92,0.83,1,1.33,2,0.67,1,1.33,0.67,0.33,0.67,0,12,11,6,3,2,1,6,5,4,2,2,1,6,6,2,1,0,0,0,1,6,9,10,11,0,1,2,4,4,5,0,0,4,5,6,6,100,92,50,25,17,8,100,83,67,33,33,17,100,100,33,17,0,0,0,8,50,75,83,92,0,17,33,67,67,83,0,0,67,83,100,100,9,4,2,6,3,2,3,1,0,75,33,17,100,50,33,50,17,0,67,83,50,18,42,50,33,50,50,50,8,0,17,75,83,67,10,4,6,83,67,100,3,0,3,25,0,50,2,2,0,17,33,0,67,83,50,25,0,50,8,17,0,4.25,4.83,3.67,2.08,2,2.17,50,42,42,33,17,8,0,0,1.66,1.93,1.39,0.94,0.78,1.10,67,1,3,2,1,5,2,1,3,6,1,1,1,0,1,5,1,0,1,25,17,33,8,0,17,0
F91 Dudelange,F91 Dudelange,2022/2023,Luxembourg,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,15,15,48,2,5,-3,7,4,3,2,0,2,3,0,-3,90,45,0,36,45,30,0,0,0,1,1,0,1,0,1,0,0,0,9,7,2,9,5,4,50,50,50,31,24,7,12,10,2,19,14,5,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,3.5,4,3,1,2,0,2.5,2,3,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,1,100,100,100,50,0,0,100,100,100,100,0,0,100,100,100,0,0,0,0,0,0,50,100,100,0,0,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,50,100,0,50,0,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,4.50,7.00,2.00,4.5,5,4.00,100,100,50,50,50,50,0,0,1.82,2.76,0.87,1.81,1.13,2.48,200,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,2,50,100,0,50,0,100,0
Olympiakos CFP,Olympiakos Piraeus,2022/2023,Greece,10,5,5,0,0,0,0,6,2,4,4,3,1,0.6,0.4,0.8,4,19,19,35,7,16,-9,23,12,11,2,5,10,6,-8,-1,129,225,90,56,45,75,1,0,1,6,2,4,4,3,1,3,1,2,34,26,8,29,10,19,47,51,43,101,57,44,42,21,21,59,36,23,94,47,47,3,1,2,4,2,2,-1,-1,0,2,1,1,6,3,3,2,1,1,1.2,1.2,1.2,2.3,2.4,2.2,0.7,0.4,1,1.6,2,1.2,0.7,0.6,0.8,0.3,0.2,0.4,0.4,0.4,0.4,9,9,4,1,0,0,5,5,2,0,0,0,4,4,2,1,0,0,1,1,6,9,10,10,0,0,3,5,5,5,1,1,3,4,5,5,90,90,40,10,0,0,100,100,40,0,0,0,80,80,40,20,0,0,10,10,60,90,100,100,0,0,60,100,100,100,20,20,60,80,100,100,5,2,0,2,1,0,3,1,0,50,20,0,40,20,0,60,20,0,0,0,0,-34,10,0,20,60,40,80,40,60,20,30,20,40,7,4,3,70,80,60,7,4,3,70,80,60,1,0,1,10,0,20,20,20,20,60,60,60,20,20,20,3.40,5.20,1.60,2.9,2,3.80,80,70,60,40,30,20,10,0,1.22,1.33,1.11,1.72,1.52,1.93,30,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,2,1,7,60,40,80,40,60,20,0
Helsingin Jalkapalloklubi,HJK,2022/2023,Finland,10,5,5,0,3,2,1,2,1,1,5,2,3,1.1,1.4,0.8,4,32,32,21,7,14,-7,21,9,12,4,3,5,9,-1,-6,129,113,150,64,90,50,3,2,1,3,2,1,4,1,3,4,2,2,27,21,6,25,10,15,45,49,40,88,51,37,41,24,17,47,27,20,106,53,53,1,0,1,6,3,3,-5,-3,-2,1,0,1,4,2,2,5,3,2,0.7,0.4,1,2.1,1.8,2.4,0.7,0.8,0.6,1.4,1,1.8,0.7,0.6,0.8,0.1,0,0.2,0.6,0.6,0.6,10,8,3,0,0,0,5,3,1,0,0,0,5,5,2,0,0,0,0,2,7,10,10,10,0,2,4,5,5,5,0,0,3,5,5,5,100,80,30,0,0,0,100,60,20,0,0,0,100,100,40,0,0,0,0,20,70,100,100,100,0,40,80,100,100,100,0,0,60,100,100,100,6,1,0,3,0,0,3,1,0,60,10,0,60,0,0,60,20,0,30,40,20,22,30,40,20,30,40,20,40,20,60,40,40,40,5,2,3,50,40,60,9,5,4,90,100,80,0,0,0,0,0,0,10,0,20,40,40,40,50,60,40,2.70,4.20,1.20,2.5,2,3.00,90,80,30,20,10,0,0,0,1.10,1.28,0.92,2.09,1.50,2.68,40,0,0,0,1,1,3,1,1,0,1,1,0,2,4,0,4,1,1,20,20,20,50,40,60,0
Malmö FF,Malmö FF,2022/2023,Sweden,10,5,5,0,3,2,1,1,0,1,6,3,3,1,1.2,0.8,4,40,40,23,13,14,-1,27,12,15,6,7,6,8,0,-1,69,75,64,64,75,56,2,1,1,4,1,3,4,3,1,5,2,3,39,24,15,30,16,14,50,54,45,101,69,32,42,26,16,59,43,16,115,70,45,3,2,1,6,4,2,-3,-2,-1,1,1,0,6,2,4,3,2,1,0.9,1,0.8,2.7,2.4,3,1.3,1.2,1.4,1.4,1.2,1.6,0.9,1.2,0.6,0.3,0.4,0.2,0.6,0.8,0.4,10,8,5,3,1,0,5,4,2,1,0,0,5,4,3,2,1,0,0,2,5,7,9,10,0,1,3,4,5,5,0,1,2,3,4,5,100,80,50,30,10,0,100,80,40,20,0,0,100,80,60,40,20,0,0,20,50,70,90,100,0,20,60,80,100,100,0,20,40,60,80,100,5,3,1,3,2,1,2,1,0,50,30,10,60,40,20,40,20,0,30,40,20,3,20,20,20,40,20,60,40,60,20,50,40,60,5,2,3,50,40,60,8,4,4,80,80,80,2,1,1,20,20,20,10,20,0,60,40,80,30,40,20,3.90,4.80,3.00,3,3.2,2.80,90,90,50,20,20,20,10,10,1.33,1.65,0.93,1.85,1.63,2.12,70,1,1,0,1,1,3,1,2,3,1,1,2,1,1,3,3,1,1,10,0,20,60,60,60,0
FC Zürich,Zürich,2022/2023,Switzerland,10,5,5,0,5,3,2,0,0,0,5,2,3,1.5,1.8,1.2,4,42,42,15,13,17,-4,30,18,12,9,4,9,8,0,-4,69,50,113,53,50,56,3,1,2,5,4,1,2,0,2,3,1,2,39,25,14,21,9,12,45,45,45,136,81,55,48,31,17,88,50,38,124,60,64,6,5,1,11,7,4,-5,-2,-3,3,2,1,3,1,2,4,2,2,1.2,1.4,1,3,3.6,2.4,1.3,1.8,0.8,1.7,1.8,1.6,1.7,2.4,1,0.6,1,0.2,1.1,1.4,0.8,10,8,7,2,2,1,5,5,5,1,1,1,5,3,2,1,1,0,0,2,3,8,8,9,0,0,0,4,4,4,0,2,3,4,4,5,100,80,70,20,20,10,100,100,100,20,20,20,100,60,40,20,20,0,0,20,30,80,80,90,0,0,0,80,80,80,0,40,60,80,80,100,8,5,3,5,4,2,3,1,1,80,50,30,100,80,40,60,20,20,50,60,40,16,30,20,40,50,80,20,20,0,40,30,20,40,4,1,3,40,20,60,6,2,4,60,40,80,2,2,0,20,40,0,30,40,20,30,20,40,40,40,40,3.90,5.00,2.80,2.1,1.8,2.40,90,70,50,40,30,30,20,10,1.49,1.80,1.18,1.63,1.46,1.80,80,1,1,1,2,1,0,2,1,4,2,4,2,2,1,4,1,0,1,0,0,0,50,40,60,0
FK Partizan Beograd,Partizan,2022/2023,Serbia,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,44,44,44,3,4,-1,7,4,3,2,1,2,2,0,-1,60,45,90,45,45,45,0,0,0,2,1,1,0,0,0,2,1,1,7,4,3,8,4,4,50,50,50,24,13,11,13,8,5,11,5,6,38,23,15,2,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,2,3,1,3.5,4,3,1.5,2,1,2,2,2,1.5,1,2,1,1,1,0.5,0,1,2,2,2,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,1,100,100,100,50,0,0,100,100,100,100,0,0,100,100,100,0,0,0,0,0,0,50,100,100,0,0,0,0,100,100,0,0,0,100,100,100,2,1,0,1,0,0,1,1,0,100,50,0,100,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,1,0,1,50,0,100,50,100,0,50,0,100,0,0,0,3.50,4.00,3.00,4,4,4.00,100,50,50,50,50,0,0,0,1.56,1.81,1.31,1.48,1.43,1.53,150,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,50,100,0,50,0,100,0
NK Maribor,Maribor,2022/2023,Slovenia,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,45,45,51,0,3,-3,3,2,1,0,0,2,1,-2,-1,0,0,0,60,45,90,0,0,0,0,0,0,2,1,1,0,0,0,8,6,2,6,2,4,50,50,50,22,12,10,10,6,4,12,6,6,31,12,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1.5,2,1,0,0,0,1.5,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1,0,1,1,1,1,1,100,50,0,0,0,0,100,100,0,0,0,0,100,0,0,0,0,0,0,50,100,100,100,100,0,0,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,100,100,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,4.00,6.00,2.00,3,2,4.00,50,50,0,0,0,0,0,0,1.66,1.82,1.50,1.58,1.38,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,100,0
ŠK Slovan Bratislava,Slovan Bratislava,2022/2023,Slovakia,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,46,46,41,3,3,0,6,4,2,2,1,2,1,0,0,60,45,90,60,45,90,0,0,0,2,1,1,0,0,0,1,0,1,10,7,3,6,5,1,50,50,50,29,20,9,18,11,7,11,9,2,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,3,4,2,1.5,2,1,1.5,2,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,1,1,100,100,50,50,0,0,100,100,100,100,0,0,100,100,0,0,0,0,0,0,50,50,100,100,0,0,0,0,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,50,0,100,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,5.00,7.00,3.00,3,5,1.00,100,100,100,100,50,50,50,0,2.10,2.69,1.51,1.89,1.65,2.12,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,100,100,100,0,0,0,0
Linfield FC,Linfield,2022/2023,Northern Ireland,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,47,47,56,0,5,-5,5,2,3,0,0,2,3,-2,-3,0,0,0,36,45,30,0,0,0,0,0,0,2,1,1,0,0,0,11,7,4,7,4,3,51,51,50,9,5,4,4,2,2,5,3,2,20,12,8,0,0,0,3,1,2,-3,-1,-2,0,0,0,0,0,0,2,1,1,0,0,0,2.5,2,3,0,0,0,2.5,2,3,1.5,1,2,0,0,0,1.5,1,2,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,100,100,50,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,2,1,0,1,0,0,1,1,0,100,50,0,100,0,0,100,100,0,0,0,0,10,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,5.50,7.00,4.00,3.5,4,3.00,100,50,0,0,0,0,0,0,0.88,0.91,0.84,1.47,1.19,1.75,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,100,100,100,0
